id,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,lot_config,land_slope,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,low_qual_fin_sf,gr_liv_area,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,yr_sold,sale_type,saleprice,tot_baths,tot_sf,bsmt_fin_sf,bsmt_pct_fin
1123,FV,95.0,11639,Reg,Lvl,Corner,Gtl,Somerst,1Fam,1Story,7,5,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1428.0,1428.0,GasA,Ex,Y,0,1428,3,1,Gd,6,Typ,0,no value,Attchd,Fin,480.0,TA,TA,Y,0,120,0,0,0,2008,New,182000,2.0,2856.0,0.0,0.0
2398,RL,121.0,13758,IR1,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,9,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,560.0,1792.0,GasA,Ex,Y,0,1792,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,925.0,TA,TA,Y,204,49,0,0,0,2006,New,372397,3.0,3584.0,1232.0,68.75
1420,RL,68.0,9771,IR3,Lvl,Corner,Gtl,SawyerW,1Fam,2Story,6,5,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,190.0,Gd,TA,PConc,Gd,TA,No,LwQ,Unf,298.0,1077.0,GasA,Ex,Y,0,2814,4,1,Gd,9,Typ,1,TA,BuiltIn,Fin,614.0,TA,TA,Y,48,32,0,0,216,2008,WD ,260000,3.0,3891.0,779.0,72.330547818013
2693,RM,50.0,9000,Reg,Lvl,Inside,Gtl,IDOTRR,1Fam,1Story,5,4,1919,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,610.0,610.0,GasA,Ex,N,0,819,2,1,Gd,4,Typ,0,no value,no value,no value,0.0,no value,no value,N,0,0,0,0,0,2006,WD ,72000,1.0,1429.0,0.0,0.0
1370,RM,60.0,10320,Reg,Lvl,Inside,Gtl,IDOTRR,2fmCon,2Story,3,3,1915,Gable,CompShg,AsphShn,AsphShn,None,0.0,Fa,Fa,PConc,TA,Fa,No,Unf,Unf,536.0,536.0,GasA,Ex,N,0,1344,3,2,TA,8,Typ,0,no value,no value,no value,0.0,no value,no value,N,42,0,204,0,0,2008,WD ,82375,2.0,1880.0,0.0,0.0
392,RL,68.0,10448,IR1,Lvl,Corner,Gtl,NWAmes,1Fam,SLvl,6,6,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,689.0,689.0,GasA,TA,Y,0,2119,3,1,TA,7,Typ,1,TA,Attchd,RFn,583.0,TA,TA,Y,0,104,0,0,0,2009,COD,158000,2.5,2808.0,0.0,0.0
1351,RM,50.0,8635,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,5,1948,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,295.0,672.0,GasA,TA,Y,0,1285,2,1,TA,6,Min1,0,no value,Detchd,Unf,240.0,TA,TA,Y,0,0,0,0,0,2008,WD ,127000,2.0,1957.0,377.0,56.101190476190474
246,RL,83.0,11980,Reg,Low,Inside,Mod,SawyerW,1Fam,1Story,7,5,1987,Gable,CompShg,Plywood,Plywood,BrkFace,177.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,0.0,1433.0,GasA,Ex,Y,0,1433,1,1,Gd,4,Typ,2,TA,Attchd,RFn,528.0,Gd,Gd,Y,0,278,0,0,266,2010,WD ,270000,2.5,2866.0,1433.0,100.0
802,RL,79.0,12327,IR1,Low,Inside,Mod,SawyerW,1Fam,1.5Fin,8,8,1983,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,55.0,1496.0,GasA,Ex,Y,0,2132,1,1,Gd,5,Min2,1,Gd,BuiltIn,Fin,612.0,Gd,TA,Y,349,40,0,0,0,2009,WD ,316600,2.5,3628.0,1441.0,96.32352941176471
1404,RL,124.0,11512,IR1,Lvl,Corner,Gtl,Edwards,1Fam,SLvl,6,7,1959,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,300.0,1019.0,GasA,Gd,Y,0,1357,2,1,Ex,5,Typ,1,Gd,Basment,RFn,312.0,TA,TA,Y,0,0,0,0,163,2008,WD ,177000,2.0,2376.0,719.0,70.55937193326791
803,RL,90.0,14684,IR1,Lvl,CulDSac,Gtl,SawyerW,1Fam,1Story,7,7,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,BLQ,1496.0,2158.0,GasA,Gd,Y,0,2196,3,1,Gd,7,Typ,1,TA,Attchd,RFn,701.0,TA,TA,Y,84,70,0,0,0,2009,WD ,271900,2.0,4354.0,662.0,30.676552363299347
1595,RM,68.0,2665,Reg,Lvl,Inside,Gtl,MeadowV,TwnhsE,2Story,5,6,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,264.0,264.0,GasA,TA,Y,0,1304,3,1,TA,4,Typ,1,Gd,BuiltIn,Fin,336.0,TA,TA,Y,141,24,0,0,0,2008,WD ,115000,1.5,1568.0,0.0,0.0
1319,RM,50.0,5250,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2Story,8,5,1872,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,Unf,425.0,684.0,OthW,Fa,N,205,2358,4,1,TA,8,Typ,0,no value,no value,no value,0.0,no value,no value,Y,0,54,20,0,0,2008,WD ,122000,2.0,3042.0,259.0,37.86549707602339
2231,RL,70.0,18044,IR1,HLS,CulDSac,Gtl,Crawfor,1Fam,1Story,8,5,1986,Gable,CompShg,WdShing,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,279.0,279.0,GasA,Gd,Y,0,2726,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,691.0,Gd,Gd,Y,216,64,169,0,0,2007,WD ,315000,2.5,3005.0,0.0,0.0
2162,RL,79.0,9245,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,939.0,939.0,GasA,Ex,Y,0,1797,3,1,Gd,8,Typ,0,no value,Attchd,RFn,639.0,TA,TA,Y,144,53,0,0,0,2007,WD ,213500,2.5,2736.0,0.0,0.0
2622,RL,60.0,7200,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,no value,no value,no value,no value,no value,0.0,0.0,GasA,TA,Y,0,1040,2,1,TA,5,Typ,0,no value,Detchd,Unf,625.0,TA,TA,Y,0,0,0,0,0,2006,WD ,109500,1.0,1040.0,0.0,0.0
1300,RM,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,5,5,1948,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,516.0,789.0,GasA,Ex,Y,0,789,2,1,TA,5,Typ,0,no value,Detchd,Unf,250.0,TA,TA,Y,0,0,0,0,0,2008,WD ,115000,1.0,1578.0,273.0,34.60076045627376
2505,FV,34.0,3628,Reg,Lvl,Inside,Gtl,Somerst,TwnhsE,1Story,7,5,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1143.0,1143.0,GasA,Ex,Y,0,1143,1,1,Gd,5,Typ,1,Gd,Attchd,RFn,588.0,TA,TA,Y,0,191,0,0,0,2006,WD ,176400,1.5,2286.0,0.0,0.0
582,RL,68.0,9156,IR1,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,6,7,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1489.0,1489.0,GasA,Gd,Y,0,1489,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,462.0,TA,TA,Y,0,0,0,0,0,2009,WD ,185750,2.0,2978.0,0.0,0.0
1458,RL,73.0,9066,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,8,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,336.0,1004.0,GasA,Ex,Y,0,1852,3,1,Gd,7,Typ,2,TA,Attchd,Fin,660.0,TA,TA,Y,224,106,0,0,0,2008,WD ,230000,2.5,2856.0,668.0,66.53386454183267
281,RL,64.0,6410,Reg,HLS,Inside,Gtl,Edwards,1Fam,1Story,4,5,1958,Hip,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,960.0,960.0,GasA,Ex,Y,0,960,3,1,TA,5,Typ,0,no value,no value,no value,0.0,no value,no value,Y,0,0,0,0,0,2010,WD ,90000,1.0,1920.0,0.0,0.0
2298,RL,54.0,7244,Reg,Lvl,Inside,Gtl,Mitchel,1Fam,SFoyer,5,7,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,Unf,149.0,768.0,GasA,Ex,Y,0,768,2,1,TA,5,Typ,0,no value,Detchd,Unf,624.0,TA,TA,Y,104,0,0,0,0,2007,WD ,129500,2.0,1536.0,619.0,80.59895833333334
2580,RL,72.0,10152,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,6,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,210.0,1124.0,GasA,Ex,Y,0,1124,3,1,TA,6,Typ,1,TA,Attchd,Fin,353.0,TA,TA,Y,0,211,180,0,142,2006,WD ,153000,2.0,2248.0,914.0,81.31672597864768
568,FV,30.0,3000,Reg,Lvl,Inside,Gtl,Somerst,TwnhsE,2Story,6,5,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,318.0,612.0,GasA,Ex,Y,0,1224,2,1,Gd,4,Typ,0,no value,Detchd,RFn,528.0,TA,TA,Y,0,234,0,0,0,2009,New,173733,2.5,1836.0,294.0,48.0392156862745
1807,RL,63.0,7500,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1100.0,1100.0,GasA,Ex,Y,0,1100,3,1,TA,6,Typ,0,no value,no value,no value,0.0,no value,no value,Y,0,136,0,0,0,2007,New,146000,1.5,2200.0,0.0,0.0
129,RL,120.0,17360,Reg,Lvl,Corner,Gtl,NAmes,1Fam,1.5Fin,6,6,1949,Gable,CompShg,MetalSd,MetalSd,Stone,340.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,482.0,782.0,GasA,TA,Y,0,1556,3,1,TA,6,Typ,1,Gd,Attchd,Unf,470.0,TA,TA,Y,0,0,150,0,0,2010,WD ,172500,2.0,2338.0,300.0,38.36317135549873
2294,RL,68.0,15957,IR1,Low,Corner,Mod,Mitchel,1Fam,SLvl,6,6,1977,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,96.0,1244.0,GasA,TA,Y,0,1356,3,1,TA,6,Typ,1,TA,Attchd,Fin,528.0,TA,TA,Y,1424,0,0,0,0,2007,WD ,188000,4.0,2600.0,1148.0,92.28295819935691
1860,RL,80.0,9600,Reg,Lvl,FR2,Gtl,Veenker,1Fam,1Story,6,8,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,284.0,1262.0,GasA,Ex,Y,0,1262,3,1,TA,6,Typ,1,TA,Attchd,RFn,460.0,TA,TA,Y,298,0,0,0,0,2007,WD ,181500,2.5,2524.0,978.0,77.4960380348653
839,RL,43.0,10667,IR2,Lvl,CulDSac,Gtl,CollgCr,1Fam,2Story,7,6,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,ALQ,70.0,799.0,GasA,Ex,Y,0,1661,3,1,Gd,6,Typ,1,TA,Attchd,RFn,550.0,TA,TA,Y,158,61,0,0,0,2009,ConLw,212000,3.5,2460.0,729.0,91.23904881101377
2349,RL,81.0,10530,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,2Story,7,5,1978,Gable,CompShg,Plywood,Plywood,BrkFace,68.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,945.0,945.0,GasA,TA,Y,0,1857,4,1,TA,8,Typ,1,TA,Attchd,RFn,482.0,TA,TA,Y,400,105,0,0,0,2006,WD ,188900,2.5,2802.0,0.0,0.0
1903,RL,50.0,5000,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1Story,3,3,1946,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,CBlock,Fa,Fa,No,LwQ,Unf,367.0,666.0,GasA,Fa,N,0,666,2,1,Gd,4,Typ,0,no value,no value,no value,0.0,no value,no value,N,0,52,0,0,0,2007,WD ,64500,1.5,1332.0,299.0,44.8948948948949
234,RL,68.0,17082,IR1,Low,CulDSac,Mod,ClearCr,1Fam,2Story,6,5,1978,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,153.0,1117.0,GasA,Ex,Y,0,1981,4,1,Gd,8,Typ,1,TA,Attchd,Fin,522.0,TA,TA,Y,336,104,0,0,0,2010,WD ,230000,3.5,3098.0,964.0,86.30259623992838
2172,RL,74.0,16287,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1.5Fin,5,6,1925,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,BLQ,666.0,901.0,GasA,TA,Y,0,1351,3,1,TA,7,Typ,1,Gd,Detchd,Unf,576.0,TA,TA,N,0,0,43,0,100,2007,WD ,122000,2.0,2252.0,235.0,26.082130965593787
2588,RL,65.0,11050,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,517.0,1005.0,GasA,Ex,Y,0,1005,2,1,TA,6,Typ,1,TA,Attchd,Unf,319.0,TA,TA,Y,0,0,0,0,288,2006,WD ,133500,1.0,2010.0,488.0,48.55721393034826
1289,RM,60.0,10440,Reg,Lvl,Corner,Gtl,OldTown,1Fam,1.5Fin,6,7,1920,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,Unf,1017.0,1510.0,GasW,Ex,Y,0,2792,5,1,TA,8,Mod,2,TA,Detchd,Unf,520.0,Fa,TA,Y,0,547,0,0,480,2008,WD ,256000,2.0,4302.0,493.0,32.64900662251655
1596,RM,41.0,2665,Reg,Lvl,Inside,Gtl,MeadowV,TwnhsE,2Story,5,7,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,232.0,550.0,GasA,TA,Y,0,1475,4,1,TA,6,Typ,1,TA,Attchd,Unf,336.0,TA,TA,Y,92,26,0,0,0,2008,WD ,129500,2.0,2025.0,318.0,57.81818181818181
264,RL,80.0,10389,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,8,5,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,296.0,1978.0,GasA,Ex,Y,0,1978,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,850.0,TA,TA,Y,188,25,0,0,0,2010,WD ,318000,3.5,3956.0,1682.0,85.03538928210314
451,RL,70.0,9658,IR1,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1598.0,1598.0,GasA,Gd,Y,0,1606,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,871.0,TA,TA,Y,230,60,0,0,0,2009,WD ,255900,2.0,3204.0,0.0,0.0
536,RL,63.0,7500,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1158.0,1158.0,GasA,Ex,Y,0,1158,3,1,Gd,5,Typ,0,no value,no value,no value,0.0,no value,no value,Y,0,50,0,0,0,2009,WD ,143500,1.5,2316.0,0.0,0.0
43,RL,79.0,14122,IR1,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,8,5,2005,Hip,CompShg,CemntBd,CmentBd,BrkFace,240.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1794.0,1822.0,GasA,Ex,Y,0,1822,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,678.0,TA,TA,Y,0,119,0,0,0,2010,WD ,259000,2.0,3644.0,28.0,1.5367727771679496
2223,RL,68.0,21000,Reg,Bnk,Corner,Gtl,Crawfor,1Fam,1Story,6,5,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Rec,905.0,1809.0,GasA,TA,Y,0,2259,3,1,Gd,7,Typ,2,Gd,Basment,Unf,450.0,TA,TA,Y,166,120,192,0,0,2007,COD,217000,3.0,4068.0,904.0,49.97236042012161
2009,RL,70.0,8737,IR1,Bnk,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,7,1923,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,765.0,1065.0,GasA,Ex,Y,0,1635,3,1,TA,6,Typ,1,Gd,Detchd,Unf,440.0,TA,TA,Y,0,38,0,144,0,2007,WD ,210000,1.5,2700.0,300.0,28.169014084507037
394,RL,68.0,8750,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,174.0,1002.0,GasA,TA,Y,0,1002,3,1,TA,5,Typ,0,no value,Detchd,Unf,902.0,TA,TA,Y,0,0,0,0,0,2009,WD ,148500,2.0,2004.0,828.0,82.63473053892216
1738,RL,73.0,8499,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,616.0,616.0,GasA,Ex,Y,0,1412,3,1,Gd,6,Typ,1,Gd,BuiltIn,Fin,432.0,TA,TA,Y,0,36,0,0,0,2007,New,156932,2.5,2028.0,0.0,0.0
1196,RL,72.0,11072,IR1,Lvl,Inside,Gtl,NAmes,Duplex,1Story,5,5,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1728.0,1728.0,GasA,TA,Y,0,1728,6,2,TA,10,Typ,0,no value,Detchd,Unf,576.0,TA,TA,Y,0,0,0,0,0,2008,WD ,145000,2.0,3456.0,0.0,0.0
828,RL,64.0,6762,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,380.0,1282.0,GasA,Ex,Y,0,1290,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,662.0,TA,TA,Y,168,0,0,0,0,2009,WD ,200000,3.0,2572.0,902.0,70.3588143525741
1694,RL,105.0,15431,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,10,5,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,564.0,1994.0,GasA,Ex,Y,0,2046,2,1,Ex,7,Typ,2,Gd,Attchd,Fin,878.0,TA,TA,Y,188,65,0,0,175,2007,WD ,450000,3.5,4040.0,1430.0,71.71514543630893
571,FV,34.0,3230,Reg,Lvl,Inside,Gtl,Somerst,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,348.0,729.0,GasA,Gd,Y,0,1471,3,1,TA,6,Typ,0,no value,Detchd,Unf,440.0,TA,TA,Y,0,24,0,0,0,2009,WD ,172500,2.5,2200.0,381.0,52.2633744855967
1192,RL,90.0,10800,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,2Story,6,7,1974,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,384.0,1522.0,GasA,TA,Y,0,2614,4,1,TA,9,Typ,1,TA,Attchd,RFn,624.0,TA,TA,Y,38,243,0,0,0,2008,WD ,240000,2.5,4136.0,1138.0,74.77003942181341
1806,FV,102.0,11143,IR1,Lvl,Corner,Gtl,Somerst,1Fam,2Story,8,5,2004,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1580.0,1580.0,GasA,Ex,Y,0,2466,4,1,Gd,8,Typ,1,Gd,Attchd,RFn,610.0,TA,TA,Y,159,214,0,0,0,2007,WD ,340000,3.0,4046.0,0.0,0.0
962,RL,73.0,8925,IR1,HLS,Inside,Gtl,Timber,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1450.0,1466.0,GasA,Ex,Y,0,1466,3,1,Gd,7,Typ,0,no value,Attchd,Fin,610.0,TA,TA,Y,100,18,0,0,0,2009,WD ,201000,2.0,2932.0,16.0,1.0914051841746208
2142,RL,120.0,10356,Reg,Lvl,Corner,Gtl,CollgCr,1Fam,1Story,5,6,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,253.0,969.0,GasA,TA,Y,0,969,3,1,TA,5,Typ,0,no value,Attchd,Unf,440.0,TA,TA,Y,0,0,0,0,0,2007,WD ,122000,1.5,1938.0,716.0,73.89060887512899
1648,RL,93.0,12299,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,7,6,1978,Gable,CompShg,Plywood,Plywood,Stone,67.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,201.0,1529.0,GasA,TA,Y,0,1664,3,1,Gd,7,Typ,1,TA,Attchd,Fin,663.0,TA,TA,Y,0,0,0,0,0,2007,WD ,213000,3.0,3193.0,1328.0,86.8541530412034
618,RL,90.0,9900,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,5,1967,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,Unf,507.0,1680.0,GasA,TA,Y,0,1691,2,1,TA,5,Typ,0,no value,Attchd,Unf,550.0,Gd,TA,Y,0,67,260,0,0,2009,WD ,175000,2.0,3371.0,1173.0,69.82142857142857
2108,RL,64.0,6762,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,544.0,1208.0,GasA,Ex,Y,0,1208,2,1,Gd,6,Typ,0,no value,Attchd,RFn,628.0,TA,TA,Y,105,54,0,0,0,2007,New,195400,3.0,2416.0,664.0,54.96688741721854
772,RL,75.0,11625,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,6,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,172.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,525.0,1052.0,GasA,TA,Y,0,1052,3,1,TA,6,Typ,1,Po,Attchd,Fin,668.0,TA,TA,Y,0,215,0,0,0,2009,WD ,113500,1.5,2104.0,527.0,50.095057034220524
2672,RL,65.0,6435,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,5,1939,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,972.0,972.0,GasA,Gd,Y,0,1577,3,1,Fa,6,Typ,1,Gd,Detchd,Unf,312.0,TA,TA,Y,0,0,0,0,0,2006,WD ,140200,1.0,2549.0,0.0,0.0
2492,RL,65.0,8450,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,6,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,450.0,882.0,GasA,TA,Y,0,909,3,1,TA,5,Typ,0,no value,Attchd,Unf,294.0,TA,TA,Y,0,155,0,0,0,2006,COD,116000,1.0,1791.0,432.0,48.97959183673469
2903,RL,88.0,11577,Reg,Lvl,Inside,Gtl,Timber,1Fam,1Story,9,5,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,382.0,Ex,TA,PConc,Gd,TA,Gd,GLQ,Unf,383.0,1838.0,GasA,Ex,Y,0,1838,3,1,Ex,9,Typ,1,Gd,Attchd,Fin,682.0,TA,TA,Y,161,225,0,0,0,2006,New,359900,3.0,3676.0,1455.0,79.16213275299239
2783,RL,50.0,8340,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,6,6,1977,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,166.0,675.0,GasA,TA,Y,0,1388,3,1,TA,6,Typ,0,no value,Attchd,Unf,317.0,TA,TA,Y,406,36,0,0,0,2006,WD ,157500,1.5,2063.0,509.0,75.40740740740742
786,RL,68.0,10708,IR1,Lvl,Inside,Gtl,ClearCr,1Fam,1Story,5,5,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,LwQ,BLQ,470.0,1617.0,GasA,Ex,Y,0,1867,2,1,TA,7,Typ,3,Gd,Attchd,Fin,303.0,TA,TA,Y,476,0,0,0,142,2009,COD,190000,2.0,3484.0,1147.0,70.93382807668522
740,RM,60.0,6911,Reg,Lvl,FR2,Gtl,BrkSide,1Fam,1Story,5,5,1924,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,740.0,1145.0,GasA,TA,Y,0,1301,2,1,Fa,5,Min1,0,no value,Detchd,Unf,440.0,TA,TA,Y,0,0,0,0,0,2009,WD ,100000,1.0,2446.0,405.0,35.37117903930132
2546,RL,80.0,8800,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,6,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,698.0,1251.0,GasA,TA,Y,0,1251,3,1,TA,6,Typ,2,Gd,Attchd,RFn,461.0,TA,TA,Y,0,116,0,0,0,2006,WD ,160000,2.0,2502.0,553.0,44.20463629096722
